2,1,723.67,586.00,277.03,267.71,1,-1,-1,-1
2,2,569.05,385.97,199.64,145.65,1,-1,-1,-1
2,3,888.90,255.36,75.13,78.44,1,-1,-1,-1
3,1,728.36,650.21,255.92,157.92,1,-1,-1,-1
3,2,569.05,385.68,199.64,146.14,1,-1,-1,-1
3,3,888.91,255.36,75.09,78.46,1,-1,-1,-1
4,1,711.02,590.24,303.93,260.81,1,-1,-1,-1
4,2,569.00,386.65,199.72,144.65,1,-1,-1,-1
4,3,888.92,255.39,75.04,78.40,1,-1,-1,-1
5,1,718.28,580.45,308.14,256.77,1,-1,-1,-1
5,2,568.90,386.35,199.83,145.33,1,-1,-1,-1
5,3,888.91,255.42,75.07,78.33,1,-1,-1,-1
5,5,1597.22,290.84,34.57,20.02,1,-1,-1,-1
6,1,739.78,570.59,254.87,257.22,1,-1,-1,-1
6,2,568.93,386.03,199.75,145.79,1,-1,-1,-1
6,3,888.89,255.39,75.10,78.42,1,-1,-1,-1
6,5,1597.13,290.79,34.75,20.11,1,-1,-1,-1
7,1,733.30,562.15,297.49,254.02,1,-1,-1,-1
7,2,568.82,386.03,199.89,145.64,1,-1,-1,-1
7,3,888.89,255.40,75.20,78.46,1,-1,-1,-1
7,5,1597.43,290.56,34.93,20.50,1,-1,-1,-1
7,6,5.85,421.91,45.29,168.16,1,-1,-1,-1
8,1,761.96,556.92,273.47,248.33,1,-1,-1,-1
8,2,568.73,386.62,199.37,144.60,1,-1,-1,-1
8,3,888.89,255.40,75.24,78.46,1,-1,-1,-1
8,6,1.85,421.16,52.19,171.13,1,-1,-1,-1
9,1,757.89,561.96,268.41,235.69,1,-1,-1,-1
9,2,568.52,386.47,199.38,144.84,1,-1,-1,-1
9,3,888.87,255.38,75.26,78.51,1,-1,-1,-1
9,6,2.12,422.99,48.43,165.37,1,-1,-1,-1
10,1,754.13,550.63,297.11,246.47,1,-1,-1,-1
10,2,568.38,385.82,199.46,145.68,1,-1,-1,-1
10,3,888.82,255.36,75.35,78.58,1,-1,-1,-1
11,1,761.05,545.18,297.38,248.02,1,-1,-1,-1
11,2,568.76,384.39,199.53,147.63,1,-1,-1,-1
11,3,888.85,255.33,75.31,78.63,1,-1,-1,-1
12,1,769.49,540.10,295.15,249.22,1,-1,-1,-1
12,2,568.86,385.96,199.14,145.07,1,-1,-1,-1
12,3,888.87,255.37,75.29,78.56,1,-1,-1,-1
12,6,-2.12,471.24,71.19,93.42,1,-1,-1,-1
