1,35,711.40,587.36,305.09,266.05,1,-1,-1,-1
1,36,569.04,385.94,199.66,145.70,1,-1,-1,-1
3,35,717.38,676.07,237.56,170.30,1,-1,-1,-1
3,36,568.98,385.57,199.79,146.03,1,-1,-1,-1
5,35,720.43,587.79,310.16,234.96,1,-1,-1,-1
5,36,568.96,386.13,199.65,145.64,1,-1,-1,-1
7,35,734.08,558.22,319.60,251.36,1,-1,-1,-1
7,36,568.87,386.02,199.75,145.66,1,-1,-1,-1
7,37,0.00,426.76,45.29,168.16,1,-1,-1,-1
9,35,735.96,554.69,304.18,246.93,1,-1,-1,-1
9,36,568.58,386.27,199.39,145.24,1,-1,-1,-1
9,37,0.47,419.45,47.49,168.62,1,-1,-1,-1
11,35,753.41,540.46,308.60,252.44,1,-1,-1,-1
11,36,568.80,385.09,199.82,146.20,1,-1,-1,-1
13,35,768.29,530.99,308.71,254.14,1,-1,-1,-1
13,36,568.88,384.60,199.99,146.78,1,-1,-1,-1
13,37,6.43,416.66,66.30,163.46,1,-1,-1,-1
15,35,781.61,523.73,305.54,250.59,1,-1,-1,-1
15,36,569.00,384.89,199.95,146.79,1,-1,-1,-1
15,37,6.89,437.29,74.58,136.42,1,-1,-1,-1
17,35,794.33,515.69,301.36,249.45,1,-1,-1,-1
17,36,569.04,385.02,199.90,146.77,1,-1,-1,-1
17,37,6.00,438.08,79.72,125.92,1,-1,-1,-1
19,35,802.94,506.90,300.12,248.68,1,-1,-1,-1
19,36,569.10,385.50,199.75,146.45,1,-1,-1,-1
19,37,1.60,430.75,79.78,131.47,1,-1,-1,-1
21,35,812.23,499.08,295.15,244.78,1,-1,-1,-1
21,36,569.10,385.34,199.71,146.48,1,-1,-1,-1
21,37,1.08,425.41,81.07,133.27,1,-1,-1,-1
23,35,820.45,493.69,289.41,240.19,1,-1,-1,-1
23,36,569.15,385.92,199.56,146.07,1,-1,-1,-1
23,37,3.38,426.50,86.36,130.30,1,-1,-1,-1
25,35,824.99,487.74,285.08,237.65,1,-1,-1,-1
25,36,568.83,386.41,199.34,145.50,1,-1,-1,-1
25,37,3.46,417.17,91.69,134.43,1,-1,-1,-1
27,35,831.54,480.77,277.86,231.96,1,-1,-1,-1
27,36,569.01,385.54,199.49,146.04,1,-1,-1,-1
27,37,1.44,409.46,92.72,135.93,1,-1,-1,-1
29,35,836.94,474.19,271.55,227.92,1,-1,-1,-1
29,36,569.11,386.28,199.44,145.69,1,-1,-1,-1
29,37,2.36,405.07,96.29,134.01,1,-1,-1,-1
31,35,845.44,469.18,262.96,222.54,1,-1,-1,-1
