name,images,predictions_sha1,mAP_50_95,mAP_50,mAP_75,AR_100,best_f1_macro,precision_at_best_f1,recall_at_best_f1,mean_tp_iou,ci_low,ci_high,bootstrap_n,AP_armor,AP_base,AP_car,AP_watcher
loco_AresVs__BO2_2,420,4c8e7732a10b,0.676908,0.950652,0.745264,0.727427,0.945,0.964626,0.9275,0.78841,0.67309,0.683315,1000,0.387828,0.929889,0.801036,0.58888
loco_VsBorn_of_Fire_BO2_1,397,de0e83a7c156,0.614752,0.921521,0.655118,0.673625,0.924377,0.949714,0.9025,0.763766,0.609404,0.622091,1000,0.315802,0.860433,0.735841,0.546933
loco_VsCUBOT_BO2_1,290,981f1378b771,0.703964,0.953797,0.799496,0.75043,0.949676,0.963236,0.9375,0.790408,0.69892,0.710721,1000,0.396418,0.934434,0.766044,0.718962
loco_VsHLL_BO2_2,420,5c3e68ae59da,0.721318,0.951222,0.806942,0.763781,0.945528,0.963029,0.93,0.786434,0.71732,0.726761,1000,0.380467,0.945745,0.776661,0.782399
loco_VsRPS_BO2_2,289,f8b3a76d15e4,0.656218,0.937412,0.728651,0.708058,0.936591,0.956371,0.92,0.771127,0.651464,0.662872,1000,0.34383,0.914743,0.734415,0.631884
loco_AllianceVsArtisans_BO2_2,419,41f5993a4457,0.644781,0.920558,0.722067,0.700292,0.919006,0.934668,0.905,0.762078,0.633711,0.657774,1000,0.304557,0.881652,0.7157,0.677214
loco_WMJVs__BO2_2,420,908790c9af15,0.659671,0.940001,0.747509,0.708753,0.934512,0.959903,0.9125,0.778209,0.653577,0.667552,1000,0.358618,0.8557,0.752516,0.671849
