2,1,708.82,298.35,159.85,159.12,1,-1,-1,-1
2,2,326.91,391.10,142.33,105.48,1,-1,-1,-1
2,3,490.43,173.08,111.75,95.99,1,-1,-1,-1
3,1,708.70,298.36,159.83,159.10,1,-1,-1,-1
3,2,327.18,391.11,142.15,105.49,1,-1,-1,-1
3,3,487.62,173.50,111.68,96.31,1,-1,-1,-1
4,1,708.58,298.38,159.80,159.09,1,-1,-1,-1
4,2,327.45,391.12,141.96,105.51,1,-1,-1,-1
4,3,484.82,173.92,111.61,96.66,1,-1,-1,-1
5,1,708.46,298.39,159.78,159.08,1,-1,-1,-1
5,2,327.72,391.13,141.75,105.54,1,-1,-1,-1
5,3,482.04,174.31,111.50,97.03,1,-1,-1,-1
6,1,708.35,298.40,159.76,159.07,1,-1,-1,-1
6,2,328.00,391.12,141.54,105.58,1,-1,-1,-1
6,3,479.26,174.71,111.37,97.42,1,-1,-1,-1
7,1,708.37,298.57,159.79,158.97,1,-1,-1,-1
7,2,327.85,391.09,141.60,105.67,1,-1,-1,-1
7,3,475.69,175.29,111.38,97.66,1,-1,-1,-1
8,1,708.44,298.80,159.88,158.80,1,-1,-1,-1
8,2,327.54,391.03,141.82,105.77,1,-1,-1,-1
8,3,471.82,175.97,111.47,97.82,1,-1,-1,-1
9,1,708.50,299.08,160.00,158.60,1,-1,-1,-1
9,2,327.16,390.97,142.14,105.86,1,-1,-1,-1
9,3,467.85,176.69,111.64,97.91,1,-1,-1,-1
10,1,708.55,299.37,160.14,158.36,1,-1,-1,-1
10,2,326.73,390.92,142.52,105.95,1,-1,-1,-1
10,3,463.84,177.44,111.86,97.96,1,-1,-1,-1
11,1,708.60,299.66,160.31,158.10,1,-1,-1,-1
11,2,326.29,390.87,142.94,106.03,1,-1,-1,-1
11,3,459.81,178.20,112.10,97.98,1,-1,-1,-1
12,1,709.47,300.07,159.83,158.40,1,-1,-1,-1
12,2,325.83,390.83,143.38,106.10,1,-1,-1,-1
12,3,455.54,178.99,112.25,97.88,1,-1,-1,-1
13,1,710.75,300.42,158.90,159.09,1,-1,-1,-1
13,2,325.68,390.81,143.63,106.14,1,-1,-1,-1
13,3,451.20,179.80,112.34,97.70,1,-1,-1,-1
14,1,712.27,300.68,157.63,160.08,1,-1,-1,-1
14,2,325.69,390.80,143.75,106.16,1,-1,-1,-1
14,3,446.84,180.64,112.39,97.46,1,-1,-1,-1
15,1,713.92,300.84,156.12,161.28,1,-1,-1,-1
15,2,325.76,390.79,143.77,106.17,1,-1,-1,-1
15,3,442.49,181.49,112.41,97.20,1,-1,-1,-1
16,1,715.68,300.94,154.43,162.63,1,-1,-1,-1
16,2,325.88,390.78,143.73,106.17,1,-1,-1,-1
16,3,438.15,182.35,112.42,96.91,1,-1,-1,-1
17,1,716.36,305.42,154.21,160.40,1,-1,-1,-1
17,2,326.02,390.78,143.65,106.18,1,-1,-1,-1
17,3,433.56,183.06,112.43,96.74,1,-1,-1,-1
18,1,716.31,312.29,155.21,155.32,1,-1,-1,-1
18,2,326.19,390.77,143.53,106.18,1,-1,-1,-1
18,3,428.89,183.69,112.45,96.64,1,-1,-1,-1
19,1,715.74,320.59,157.14,148.09,1,-1,-1,-1
19,2,326.44,390.80,143.34,106.20,1,-1,-1,-1
19,3,424.18,184.28,112.48,96.61,1,-1,-1,-1
20,1,714.80,329.77,159.78,139.34,1,-1,-1,-1
20,2,326.74,390.84,143.10,106.22,1,-1,-1,-1
20,3,419.46,184.85,112.51,96.61,1,-1,-1,-1
21,1,713.60,339.52,162.94,129.54,1,-1,-1,-1
21,2,327.07,390.89,142.82,106.25,1,-1,-1,-1
21,3,414.74,185.40,112.53,96.64,1,-1,-1,-1
21,4,767.18,297.89,101.82,88.60,1,-1,-1,-1
21,5,816.34,403.93,72.35,68.26,1,-1,-1,-1
22,1,712.21,344.40,163.80,122.89,1,-1,-1,-1
22,2,327.42,390.93,142.51,106.29,1,-1,-1,-1
22,3,410.27,185.77,112.77,96.68,1,-1,-1,-1
22,4,767.21,297.37,101.83,88.52,1,-1,-1,-1
22,5,816.65,403.92,72.31,68.17,1,-1,-1,-1
23,1,711.04,347.07,163.23,118.13,1,-1,-1,-1
23,2,327.78,390.97,142.19,106.33,1,-1,-1,-1
23,3,405.87,186.08,113.15,96.71,1,-1,-1,-1
23,4,767.23,296.87,101.85,88.44,1,-1,-1,-1
23,5,816.96,403.91,72.27,68.07,1,-1,-1,-1
24,1,710.16,348.67,161.71,114.59,1,-1,-1,-1
24,2,327.96,391.00,141.96,106.32,1,-1,-1,-1
24,3,401.46,186.36,113.65,96.74,1,-1,-1,-1
24,4,767.25,296.36,101.88,88.36,1,-1,-1,-1
24,5,817.27,403.90,72.24,67.97,1,-1,-1,-1
25,1,709.53,349.69,159.57,111.86,1,-1,-1,-1
25,2,328.05,391.03,141.80,106.28,1,-1,-1,-1
25,3,397.03,186.64,114.22,96.76,1,-1,-1,-1
25,4,767.26,295.85,101.90,88.27,1,-1,-1,-1
25,5,817.58,403.89,72.20,67.86,1,-1,-1,-1
26,1,709.09,350.37,157.00,109.68,1,-1,-1,-1
26,2,328.10,391.06,141.70,106.21,1,-1,-1,-1
26,3,392.59,186.92,114.85,96.79,1,-1,-1,-1
26,4,767.28,295.34,101.94,88.17,1,-1,-1,-1
26,5,817.89,403.88,72.18,67.76,1,-1,-1,-1
27,1,708.79,350.85,154.15,107.90,1,-1,-1,-1
27,2,328.13,391.11,141.63,106.13,1,-1,-1,-1
27,3,389.49,186.97,114.82,96.66,1,-1,-1,-1
27,4,767.29,294.83,101.98,88.07,1,-1,-1,-1
27,5,817.89,403.93,72.18,67.68,1,-1,-1,-1
28,1,708.60,351.18,151.08,106.39,1,-1,-1,-1
28,2,328.14,391.16,141.59,106.03,1,-1,-1,-1
28,3,387.01,186.96,114.31,96.42,1,-1,-1,-1
28,4,767.31,294.33,102.02,87.97,1,-1,-1,-1
28,5,817.78,404.00,72.21,67.62,1,-1,-1,-1
29,1,708.49,351.42,147.88,105.08,1,-1,-1,-1
29,2,327.94,391.19,141.68,105.96,1,-1,-1,-1
29,3,384.86,186.94,113.46,96.11,1,-1,-1,-1
29,4,767.35,294.35,102.17,87.91,1,-1,-1,-1
29,5,817.64,404.07,72.26,67.57,1,-1,-1,-1
30,1,708.43,351.60,144.58,103.91,1,-1,-1,-1
30,2,327.64,391.21,141.86,105.91,1,-1,-1,-1
30,3,382.87,186.93,112.36,95.75,1,-1,-1,-1
30,4,767.40,294.55,102.37,87.87,1,-1,-1,-1
30,5,817.49,404.14,72.31,67.53,1,-1,-1,-1
31,1,709.07,351.78,142.19,103.00,1,-1,-1,-1
31,2,327.28,391.22,142.11,105.89,1,-1,-1,-1
31,3,380.99,186.93,111.08,95.36,1,-1,-1,-1
31,4,767.43,294.81,102.61,87.84,1,-1,-1,-1
31,5,817.33,404.21,72.36,67.49,1,-1,-1,-1
