2,1,1155.93,540.85,162.55,169.11,1,-1,-1,-1
2,2,36.32,851.66,129.26,123.80,1,-1,-1,-1
2,3,926.04,604.33,85.50,65.56,1,-1,-1,-1
2,4,1580.87,109.67,96.24,75.01,1,-1,-1,-1
2,5,362.29,110.88,92.41,65.54,1,-1,-1,-1
2,6,1712.01,114.79,90.40,62.72,1,-1,-1,-1
2,7,122.64,112.49,85.26,61.04,1,-1,-1,-1
2,8,239.83,114.34,87.11,58.93,1,-1,-1,-1
3,4,1577.84,110.48,95.89,75.17,1,-1,-1,-1
3,5,362.33,111.05,93.19,66.02,1,-1,-1,-1
3,6,1712.99,115.17,90.82,62.89,1,-1,-1,-1
3,7,121.06,112.52,88.36,64.04,1,-1,-1,-1
3,8,237.59,113.95,90.99,61.70,1,-1,-1,-1
4,1,1111.42,546.30,150.10,144.49,1,-1,-1,-1
4,4,1578.57,109.50,92.77,73.45,1,-1,-1,-1
4,5,363.19,110.42,91.52,64.97,1,-1,-1,-1
4,6,1714.22,115.14,89.96,62.75,1,-1,-1,-1
4,7,121.67,112.31,85.91,62.23,1,-1,-1,-1
4,8,239.00,113.11,90.16,61.01,1,-1,-1,-1
5,4,1578.37,109.35,92.55,73.47,1,-1,-1,-1
5,5,363.31,110.48,88.99,63.26,1,-1,-1,-1
5,6,1714.61,115.19,88.17,61.26,1,-1,-1,-1
5,7,122.84,113.91,84.57,61.68,1,-1,-1,-1
5,8,239.56,113.17,89.37,60.43,1,-1,-1,-1
6,4,1579.34,109.67,93.82,73.87,1,-1,-1,-1
6,5,363.12,110.69,87.85,63.07,1,-1,-1,-1
6,6,1715.98,114.63,85.69,59.94,1,-1,-1,-1
6,7,122.63,114.67,85.10,61.84,1,-1,-1,-1
6,8,239.09,111.37,90.45,61.20,1,-1,-1,-1
7,4,1580.46,110.77,93.19,73.12,1,-1,-1,-1
7,5,362.79,110.91,89.31,63.71,1,-1,-1,-1
7,6,1715.71,115.81,85.25,59.51,1,-1,-1,-1
7,7,123.50,114.27,82.70,59.29,1,-1,-1,-1
7,8,238.69,111.13,91.53,61.37,1,-1,-1,-1
8,4,1580.71,111.42,93.09,72.58,1,-1,-1,-1
8,5,363.08,111.29,86.92,62.57,1,-1,-1,-1
8,6,1716.66,116.79,85.24,59.86,1,-1,-1,-1
8,7,123.58,114.37,81.50,57.58,1,-1,-1,-1
